"Date","Apple","Samsung","RIM","Google","LG","Huawei","Unknown","Motorola","HTC","Nokia","Xiaomi","Sony","OnePlus","Lenovo","Oppo","Asus","ZTE","Alcatel","BlackBerry","Vivo","Acer","Nintendo","Realme","Mobicel","Infinix","Tecno","Micromax","BBK","HP","Blu","Essential","Honor","Kyocera","General Mobile","Other"
2021-12,55.23,27.66,0.05,2.51,2.43,5.23,1.14,1.69,0.03,0.07,1.42,0.13,0.92,0.2,0.31,0.13,0.05,0.02,0.09,0.24,0.01,0,0.16,0,0.05,0.04,0,0.01,0,0,0.02,0.04,0,0.01,0.1
2022-01,56.67,28.26,0.05,2.89,2.37,3.42,1.04,1.71,0.03,0.06,1.2,0.11,0.78,0.17,0.29,0.12,0.05,0.05,0.09,0.23,0.01,0,0.14,0,0.05,0.04,0,0.01,0,0,0.01,0.02,0,0.01,0.11
2022-02,57.29,28.76,0.05,3.14,2.39,2.2,0.95,1.73,0.03,0.07,1.12,0.12,0.69,0.15,0.3,0.11,0.04,0.06,0.09,0.26,0.01,0,0.16,0,0.07,0.06,0,0.01,0,0,0.01,0.01,0,0.01,0.12
2022-03,57.2,28.92,0.05,2.98,2.43,2.17,1,1.74,0.04,0.07,1.17,0.13,0.67,0.15,0.3,0.11,0.05,0.06,0.08,0.23,0,0,0.14,0,0.07,0.06,0,0,0,0,0.01,0.01,0,0.01,0.11
2022-04,57.3,28.95,0.05,3.1,2.34,2.04,1.12,1.77,0.04,0.07,1.07,0.12,0.67,0.15,0.26,0.11,0.04,0.05,0.1,0.23,0.01,0,0.15,0,0.06,0.06,0,0.01,0,0,0.01,0.01,0,0.01,0.1
2022-05,56.89,29.29,0.04,3.11,2.3,2.03,1.11,1.77,0.03,0.06,1.15,0.12,0.67,0.15,0.28,0.11,0.05,0.05,0.08,0.26,0.01,0,0.17,0,0.08,0.06,0,0,0,0,0.01,0.01,0,0.01,0.1
2022-06,57,29.12,0.04,3.09,2.2,1.94,1.18,1.73,0.02,0.07,1.24,0.11,0.66,0.16,0.35,0.1,0.05,0.05,0.08,0.3,0.01,0,0.2,0,0.09,0.07,0,0,0,0,0.01,0.01,0,0.01,0.1
2022-07,57.39,28.96,0.04,3.1,2.14,1.84,1.24,1.73,0.03,0.08,1.28,0.1,0.66,0.16,0.3,0.09,0.04,0.05,0.08,0.26,0.01,0,0.18,0,0.07,0.05,0,0,0,0,0.01,0.01,0,0.01,0.1
2022-08,59.38,27.49,0.03,2.81,1.92,1.85,1.3,1.61,0.03,0.08,1.26,0.11,0.63,0.22,0.28,0.08,0.04,0.05,0.07,0.26,0,0,0.18,0,0.07,0.06,0,0.01,0,0,0.01,0.01,0,0.02,0.15
2022-09,59.31,27.47,0.03,2.83,1.87,1.82,1.26,1.57,0.04,0.08,1.3,0.11,0.65,0.23,0.32,0.07,0.04,0.05,0.07,0.31,0.01,0,0.21,0,0.07,0.08,0,0,0,0,0.01,0.01,0,0.01,0.16
2022-10,58.53,28.39,0.03,3.04,1.78,1.69,1.18,1.61,0.03,0.06,1.29,0.1,0.67,0.18,0.33,0.08,0.04,0.05,0.07,0.28,0.01,0,0.19,0,0.09,0.09,0,0.01,0,0,0.01,0.01,0,0.01,0.15
2022-11,58.47,28.51,0.03,3.03,1.67,1.61,1.22,1.65,0.02,0.07,1.38,0.08,0.66,0.21,0.32,0.08,0.04,0.05,0.07,0.27,0,0,0.2,0,0.09,0.09,0,0.01,0,0,0.01,0.01,0,0.01,0.14
2022-12,58.79,28.42,0.03,2.93,1.58,1.52,1.29,1.71,0.02,0.06,1.38,0.08,0.66,0.17,0.33,0.07,0.03,0.04,0.07,0.27,0.01,0,0.2,0,0.09,0.09,0,0.01,0,0,0.01,0.01,0,0.01,0.13
2023-01,59.31,28.2,0.03,2.95,1.54,1.46,1.32,1.66,0.02,0.05,1.3,0.09,0.64,0.18,0.3,0.07,0.03,0.04,0.05,0.25,0.01,0,0.19,0,0.09,0.08,0,0,0,0,0.01,0.01,0,0.01,0.13
2023-02,60.56,27.34,0.02,2.82,1.48,1.39,1.3,1.63,0.02,0.05,1.23,0.08,0.61,0.21,0.32,0.07,0.03,0.03,0.05,0.23,0.01,0,0.19,0,0.09,0.08,0,0,0,0,0,0.01,0,0.01,0.13
2023-03,60.93,27.07,0.03,2.83,1.41,1.36,1.4,1.62,0.02,0.05,1.23,0.08,0.6,0.19,0.27,0.07,0.03,0.04,0.05,0.21,0.01,0,0.17,0,0.09,0.08,0,0,0,0,0,0.01,0,0.01,0.11
2023-04,62.95,25.48,0.03,2.63,1.25,1.24,1.5,1.54,0.02,0.06,1.2,0.08,0.59,0.18,0.29,0.07,0.03,0.03,0.05,0.25,0.01,0,0.19,0,0.11,0.1,0,0,0,0,0.01,0.01,0,0.01,0.11
2023-05,62.28,24.96,0.02,2.74,1.18,1.21,2.11,1.53,0.02,0.07,1.55,0.07,0.56,0.17,0.36,0.06,0.03,0.03,0.05,0.32,0,0,0.24,0,0.15,0.13,0,0,0,0,0,0.01,0,0.01,0.12
2023-06,58.28,26.73,0.03,4.23,1.21,1.14,3.04,1.65,0.02,0.06,1.35,0.07,0.56,0.18,0.37,0.06,0.03,0.02,0.05,0.32,0,0,0.23,0,0.13,0.1,0,0,0,0,0,0.01,0,0,0.11
2023-07,58.64,26.52,0.03,4.22,1.14,1.14,3.26,1.64,0.03,0.07,1.16,0.08,0.54,0.19,0.34,0.06,0.03,0.03,0.05,0.32,0,0,0.21,0,0.11,0.08,0,0,0,0,0,0.02,0,0,0.09
2023-08,58.63,26.28,0.03,3.99,1.12,1.11,3.69,1.67,0.02,0.07,1.24,0.08,0.54,0.17,0.34,0.06,0.03,0.03,0.04,0.32,0,0,0.23,0,0.1,0.09,0,0,0,0,0,0.02,0,0,0.08
2023-09,58.51,26.02,0.02,3.95,1.06,1.15,3.82,1.64,0.02,0.09,1.35,0.08,0.56,0.18,0.37,0.05,0.03,0.03,0.04,0.35,0,0,0.25,0,0.12,0.11,0.01,0,0,0,0,0.02,0,0,0.14
2023-10,60.77,24.83,0.02,3.89,0.93,1.07,3.25,1.53,0.02,0.07,1.33,0.07,0.53,0.16,0.36,0.06,0.02,0.02,0.04,0.35,0,0,0.24,0,0.15,0.13,0,0,0,0,0,0.02,0,0,0.11
2023-11,62.11,23.56,0.02,3.69,0.83,0.99,4.16,1.38,0.02,0.05,1.27,0.07,0.46,0.15,0.27,0.05,0.03,0.02,0.03,0.29,0,0,0.18,0,0.14,0.12,0,0,0,0,0,0.02,0,0,0.09
2023-12,59.81,24.13,0.01,3.52,0.79,0.91,6.25,1.35,0.01,0.06,1.25,0.07,0.44,0.15,0.28,0.06,0.02,0.02,0.02,0.3,0,0,0.18,0,0.13,0.12,0,0,0,0,0,0.02,0,0,0.08
2024-01,60.43,24.23,0.02,3.61,0.78,0.91,5.54,1.37,0.01,0.05,1.22,0.06,0.46,0.15,0.25,0.05,0.02,0.02,0.03,0.28,0,0,0.17,0,0.11,0.11,0,0,0,0,0,0.03,0,0,0.08
2024-02,61.05,24.09,0.02,4.01,0.78,0.88,4.52,1.44,0.01,0.05,1.21,0.05,0.45,0.16,0.27,0.06,0.03,0.02,0.03,0.29,0,0,0.19,0,0.14,0.14,0,0,0,0,0,0.03,0,0,0.09
2024-03,62.06,23.45,0.02,4.64,0.75,0.82,3.86,1.46,0.02,0.05,1.1,0.06,0.46,0.16,0.24,0.05,0.02,0.02,0.03,0.24,0,0,0.14,0,0.1,0.12,0,0.01,0,0,0,0.02,0,0,0.08
2024-04,61,24.18,0.02,5.11,0.74,0.82,3.71,1.45,0.02,0.05,1.11,0.06,0.45,0.16,0.26,0.04,0.02,0.02,0.02,0.25,0,0,0.15,0,0.11,0.11,0,0.01,0,0,0,0.02,0,0,0.08
2024-05,59.57,24.6,0.02,6.45,0.74,0.76,3.45,1.44,0.02,0.04,1.09,0.06,0.42,0.15,0.27,0.04,0.03,0.01,0.02,0.27,0,0,0.17,0,0.13,0.12,0,0.01,0,0,0,0.03,0,0,0.09
2024-06,58.81,24.86,0.02,7.46,0.67,0.75,3.01,1.41,0.03,0.04,1.16,0.05,0.42,0.16,0.28,0.04,0.02,0.01,0.02,0.27,0,0,0.17,0,0.13,0.1,0,0.01,0,0,0,0.03,0,0,0.07
2024-07,58.18,24.86,0.02,8.11,0.65,0.7,3.15,1.42,0.02,0.04,1.17,0.05,0.4,0.15,0.26,0.04,0.03,0.01,0.02,0.25,0,0,0.15,0,0.11,0.09,0,0.01,0,0,0,0.04,0,0,0.08
2024-08,58.69,25.29,0.02,6.92,0.63,0.78,2.65,1.45,0.05,0.06,1.63,0.06,0.44,0.15,0.28,0.04,0.02,0.01,0.02,0.28,0,0,0.17,0,0.11,0.09,0,0.01,0,0,0,0.06,0,0,0.08
2024-09,59.43,24.53,0.02,6.54,0.59,0.83,2.82,1.45,0.02,0.05,1.67,0.05,0.46,0.15,0.31,0.03,0.04,0.02,0.02,0.34,0,0,0.22,0,0.12,0.11,0,0.01,0,0,0,0.09,0,0,0.09
2024-10,60.34,24.34,0.02,6.58,0.56,0.72,2.48,1.48,0.02,0.05,1.51,0.07,0.45,0.14,0.27,0.03,0.03,0.01,0.02,0.31,0,0,0.2,0,0.1,0.1,0,0,0,0,0,0.08,0,0,0.08
2024-11,58.83,25.3,0.02,6.83,0.57,0.71,2.75,1.53,0.03,0.04,1.51,0.05,0.43,0.14,0.28,0.03,0.03,0.01,0.02,0.33,0,0,0.2,0,0.09,0.1,0,0,0,0,0,0.09,0,0,0.08
2024-12,57.77,25.44,0.02,6.57,0.53,0.75,3.65,1.55,0.01,0.04,1.73,0.06,0.45,0.16,0.3,0.03,0.03,0.01,0.02,0.33,0,0,0.18,0,0.11,0.11,0,0,0,0,0,0.1,0,0,0.07
2025-01,59.19,24.41,0.01,6.77,0.48,0.67,3.69,1.49,0.01,0.03,1.49,0.05,0.41,0.16,0.26,0.02,0.03,0.01,0.01,0.29,0,0,0.15,0,0.09,0.1,0,0,0,0,0,0.08,0,0,0.07
2025-02,60.1,24.31,0.01,7.14,0.47,0.64,2.47,1.55,0.01,0.04,1.49,0.04,0.39,0.17,0.27,0.03,0.03,0.01,0.02,0.31,0,0,0.17,0,0.09,0.1,0,0,0,0,0,0.1,0,0,0.06
2025-03,59.13,24.25,0.01,7.66,0.46,0.65,2.97,1.61,0,0.04,1.43,0.04,0.46,0.14,0.25,0.03,0.02,0.02,0.01,0.28,0,0,0.15,0,0.09,0.1,0,0,0,0,0,0.11,0,0,0.07
2025-04,58.7,24.43,0.01,8.14,0.46,0.64,2.8,1.57,0,0.03,1.41,0.06,0.45,0.14,0.25,0.02,0.02,0.02,0.01,0.3,0,0,0.16,0,0.1,0.09,0,0,0,0,0,0.1,0,0,0.07
2025-05,60.63,23.15,0.01,7.8,0.4,0.58,2.72,1.43,0.01,0.03,1.42,0.05,0.45,0.11,0.26,0.02,0.02,0.02,0.01,0.31,0,0,0.16,0,0.11,0.12,0,0,0,0,0,0.1,0,0,0.09
2025-06,60.83,23.04,0.01,7.3,0.43,0.6,2.82,1.48,0.01,0.03,1.49,0.04,0.45,0.12,0.27,0.02,0.02,0.01,0.01,0.35,0,0,0.2,0,0.12,0.16,0,0,0,0,0,0.11,0,0,0.06
2025-07,60,23.26,0.01,7.75,0.39,0.58,3.03,1.65,0.01,0.03,1.49,0.04,0.45,0.12,0.27,0.02,0.02,0.01,0.01,0.36,0,0,0.16,0,0.09,0.07,0,0,0,0,0,0.11,0,0,0.06
2025-08,50.62,23.88,0.01,17.89,0.29,0.47,2.39,1.17,0,0.03,1.78,0.03,0.34,0.09,0.22,0.01,0.02,0.01,0.01,0.28,0,0,0.15,0,0.08,0.07,0,0,0,0,0,0.11,0,0,0.05
2025-09,56.47,23.43,0.01,10.9,0.34,0.54,2.93,1.41,0,0.03,2.27,0.03,0.4,0.11,0.23,0.01,0.02,0.01,0.01,0.31,0,0,0.17,0,0.1,0.09,0,0,0,0,0,0.12,0,0,0.07
2025-10,58.35,23.28,0.01,9.29,0.34,0.53,3.3,1.51,0,0.03,1.74,0.03,0.42,0.11,0.22,0.02,0.02,0.01,0.01,0.31,0,0,0.16,0,0.09,0.07,0,0,0,0,0,0.1,0,0,0.06
2025-11,59.94,22.97,0.01,9.05,0.35,0.46,3.2,1.6,0,0.02,1.06,0.03,0.41,0.12,0.16,0.02,0.01,0.01,0.01,0.23,0,0,0.12,0,0.05,0.04,0,0,0,0,0,0.06,0,0,0.05
2025-12,60.68,22.8,0.01,7.74,0.37,0.47,3.66,1.72,0,0.02,1.11,0.03,0.42,0.09,0.19,0.02,0.01,0.01,0.01,0.27,0,0,0.12,0,0.06,0.07,0,0,0,0,0,0.07,0,0,0.05
2026-01,61.15,22.25,0.01,8.17,0.35,0.44,3.8,1.63,0,0.02,0.83,0.03,0.39,0.07,0.19,0.02,0.02,0,0.01,0.26,0,0,0.12,0,0.07,0.06,0,0,0,0,0,0.07,0,0,0.05
